recipe_id,influencer,followers,date,media,likes,comments,ingredient_list,servings
5635624,HFI-7,11300,31/05/2022,picture,196,31," 1 white onion ,  2 cloves of garlic ,  1 red pepper ,  2 tomatoes ,  240 g chickpeas ,  500 g sweet potato ,  1 can of baby corn ,  45 g tomato puree ,  1 tbsp Yellow curry paste ,  1/2 cube vegetable stock ,  600ml water ,  400 ml coconut milk",4
9767596,HFI-7,11300,29/05/2022,picture,553,48," 240 g black beans ,  1 egg ,  2 proteins ,  30 g cocoa powder ,  1 tsp vanilla aroma ,  Dash of sweetener ,  50 g peanut butter",1
6039489,HFI-7,11300,26/05/2022,picture,142,18," 2 garlic cloves ,  450 g potatoes ,  2 aubergines ,  2 zucchini ,  2 red onions ,  1 red bell pepper ,  1 green pepper ,  400 g diced tomatoes ,  2 tbsp green pesto ,  1 tsp oregano ,  2 tbsp olive oil , pinch of salt ,  1 tbsp balsamic vinegar",4
7996868,HFI-7,11300,24/05/2022,video,223,49," 1 roll of dough ,  100 g apple sauce ,  10 g sugar ,  750 g rhubarb ,  10 g sliced almonds",1
9464064,HFI-7,11300,21/05/2022,video,166,33," 100 g beets ,  200 g dates ,  25 g linseed ,  100 g wheat flour ,  15 g grated coconut ,  dash of sweetener",1
5476332,HFI-7,11300,16/05/2022,picture,427,41,"300 g beets , 150 g smoked mackerel fillet , 50 g lamb's lettuce , 1 apple , 15 g pumpkin seeds , 100 g low-fat quark , pinch of salt , splash of Lemon juice",1
7241686,HFI-7,11300,13/05/2022,video,189,40," 240 g chickpeas ,  2 tbsp tahini ,  10 g lemon juice ,  190 g beetroot ,  2 cloves of garlic ,  2 tbsp olive oil ,  1/2 tsp cumin powder ,  pinch of salt",1
5071517,HFI-7,11300,10/05/2022,video,192,47," 100 g green asparagus ,  85 g lamb's lettuce ,  500 g snack tomatoes ,  200 g smoked salmon ,  40 g pine nuts ,  100 g low-fat yogurt ,  Splash of lemon juice",1
1115019,HFI-7,11300,08/05/2022,picture,712,42," 1 banana ,  1 apple ,  30 g oatmeal ,  1 egg ,  2 tsp cinnamon ,  5 g pecan nuts",1
7050215,HFI-7,11300,26/04/2022,picture,271,49," 125 g blueberries ,  110 g raspberries ,  400 g low-fat quark ,  30 g muesli",1
8356618,HFI-7,11300,25/04/2022,video,276,49,"1 banana , 25 g oatmeal , 1 egg , 5 g cocoa powder , 5 g dark chocolate , 5 g agave syrup , 5 g baking powder , 100 g low-fat quark , 15 g whey vanilla , handful of blueberries",1
9605039,HFI-7,11300,24/04/2022,picture,272,43,"100 g red grapes , 10 g oatmeal , 15 g agave syrup , 200 g cottage cheese",1
6321242,HFI-7,11300,20/04/2022,picture,298,53," 1 Turkish bread ,  70 g tomato puree ,  1 red onion ,  2 cloves of garlic ,  1 eggplant ,  200 g spinach ,  pinch of salt ,  70 g feta",1
5305088,HFI-7,11300,14/04/2022,picture,280,43," 3 ripe bananas ,  80 g peanut butter ,  2 eggs ,  1 tsp vanilla extract ,  80 g oat flour ,  40 g almond flour ,  15 g cocoa powder ,  1 tsp baking powder ,  Pinch of salt",1
9320470,HFI-7,11300,07/04/2022,picture,218,47," 1 banana ,  1 egg ,  1 egg white ,  1 tbsp Greek yogurt ,  25 g oatmeal",1
1306515,HFI-7,11300,02/04/2022,picture,201,40," 1 banana ,  2 g soy crisps ,  2 g dark chocolate drops ,  5 g hazelnuts ,  10 g hazelnut paste",1
1799619,HFI-7,11300,29/03/2022,video,209,29," 1 zucchini ,  1 egg ,  30 g wholemeal wheat flour ,  1 tbsp oregano ,  Handful of spinach ,  100 g tomatoes ,  1/4 red onion ,  15 g black olives ,  40 g grated cheese",1
8827980,HFI-8,10400,08/08/2022,picture,325,67,"2 slices of brown bread , 1 avocado , 4 slices of zucchini , 5 sundried tomatoes ,  handful of pomegranate seeds , 1/8 cucumber , 1 shallot , 1 tbsp olive oil , 1 tbsp green pesto , 20 g feta cheese ,  handful of arugula ,  pinch of salt",1
4642218,HFI-8,10400,06/08/2022,picture,547,85,"100 grams of oatmeal , 20 grams of chia seeds , 150 grams coconut yogurt , 200 ML milk , 50 grams of milk chocolate , 40 grams coconut milk",1
5695236,HFI-8,10400,04/08/2022,picture,747,101,"2 salmon fillets , teaspoon chopped garlic , 2 tablespoons soy sauce , 2 tablespoons teriyaki marinade , 1 tablespoon sesame seeds , 150 grams sushi rice , 3 tablespoons rice vinegar , 1 tablespoon sugar , half a tablespoon of salt , 1/2 cucumber , handful of cherry tomatoes , 1/2 avocado , handful of edamame beans , 2 tbsp wasabi mayonnaise",1
4409367,HFI-8,10400,02/08/2022,picture,178,65,"200 grams of flour , 30 grams almond flour , 80 grams of powdered sugar , pinch of salt , 120 grams unsalted butter , 1 egg , 125 ml whipped cream , 18 g vanilla sugar , 250 grams mascarpone , 1 tbsp maple syrup , handful blueberries",1
7345003,HFI-8,10400,31/07/2022,picture,310,67,"1 cucumber , 1 avocado , 100 g smoked salmon , 100 g sushi rice",1
8496004,HFI-8,10400,29/07/2022,picture,171,59,"4 limes , 2 eggs , 175 grams of sugar , half a tablespoon of cornstarch , 115 grams of unsalted butter",1
7055110,HFI-8,10400,27/07/2022,picture,213,67,"4 slices of white bread , 3 tbsp cream cheese , 2 slices of Parma ham , 1 coeur de boeuf , 1 ball of mozzarella ,  10 g butter ,  pinch of salt",1
5589979,HFI-8,10400,29/06/2022,picture,201,103,"500 grams of chicken breast , 50 g bag of chicken spices , 1 tablespoon olive oil , 1 mango , half a red onion , 10 cherry tomatoes , 1 avocado , 125 g sour cream , half a lemon , 4 handfuls of lettuce , pinch of salt",4
6354352,HFI-8,10400,13/06/2022,picture,228,89,"350 grams of flour , 2 teaspoons baking powder , 250 grams of unsalted butter , 175 grams of granulated sugar , 1 egg ,  8g vanilla sugar ,  300 g strawberry jam , 2 tbsp powdered sugar",1
2527388,HFI-8,10400,11/06/2022,picture,183,70," 100 grams of quinoa ,  200ml water ,  half stock cube ,  handful of lettuce ,  handful of pecans , 16 strawberries ,  6 tbsp sour cream , 2 tbsp balsamic vinegar",2
7506372,HFI-8,10400,09/06/2022,picture,330,60,"200 gr smoked salmon , 2 spring onions , 1 tablespoon mayo , 75 grams of herb cheese , 1 tablespoon lemon juice , pinch of salt",1
9250555,HFI-8,10400,07/06/2022,picture,539,74,"250 grams of pasta , 1 apple , 4 spring onions , half a red onion , 1/3 cucumber , 150 grams of chicken breast , 15 cherry tomatoes , 1 tablespoon Dijon mustard , 2 tablespoons honey , 3 tablespoons sunflower oil , 1 tablespoon mayonnaise",2
1243661,HFI-8,10400,05/06/2022,picture,286,74,"50 grams of oatmeal , 100 ml oat milk , 2 tablespoons Greek yogurt , Handful of raspberries , 1 tbsp raspberry jam ,  handful of coconut flakes",1
4310394,HFI-8,10400,02/06/2022,picture,202,70,"100 grams of rice noodles , pinch of salt , 200 grams wok strips , 2 cloves of garlic , half a lime , half red pepper , 3 tablespoons teriyaki sauce , 2 tablespoons soy sauce , half cucumber , 2 tomatoes , half red onion , half mango , handful of cashew nuts , handful of sesame seeds",1
8134739,HFI-8,10400,31/05/2022,picture,295,85,"200 g nachos , 3 tbsp mayonnaise , 1 pickle , half onion , 2 hamburger patties",1
9697198,HFI-8,10400,26/05/2022,picture,335,87,"500 grams of rhubarb , 2 grams agar , 120 grams of butter , 60 grams of sugar , 270 grams of flour , 8 grams vanilla sugar , 1 egg , 6 strawberries , handful of almond shavings , 1 tbsp sugar",1
2422737,HFI-8,10400,17/05/2022,picture,289,102,"250 grams of unsalted butter , 200 grams of dark chocolate , 200 grams of milk chocolate , 5 eggs , 200 gr dark brown sugar , 200 grams of flour , 100 grams of white chocolate , 10 oreo cookies",1
9908388,HFI-8,10400,13/05/2022,picture,530,93,"1 cucumber , 200 g cottage cheese , 200 grams smoked salmon , pinch of salt",1
2260868,HFI-8,10400,11/05/2022,picture,315,76,"1 zucchini , 1 yellow bell pepper , 250 grams of pasta , 1 can diced tomatoes with garlic , 1 cube of vegetable stock , pinch of salt , 1 jar boursin cuisine garlic and fine herbs , 200 g cream cheese",1
5997544,HFI-8,10400,09/05/2022,picture,419,82,"80 ml milk , 42 grams yeast , 400 flower , 50 grams of sugar , 18 grams vanilla sugar , 200 gr butter , 2 eggs , 200 gr sugar",1
9976844,HFI-9,45500,05/08/2022,video,316,25,"80 grams self-rising baking flour , 1 tbsp Greek yoghurt , handful of oregano , pinch of salt , 100 grams Mozzarella , 1 courgette , 1 white onion , 100 grams Prosciutto , handful of grated cheese , 500 g tomatoes",1
5212361,HFI-9,45500,01/08/2022,picture,822,82,"2 courgettes , 1 ball of burrata , HANDLE of cashew nuts , Pinch of pepper , Pinch of salt",1
6322097,HFI-9,45500,27/05/2022,video,875,82,"2 white onions , 5 cloves of garlic , 15 gr fresh basil , 100 gr bacon bits , 800 gr diced tomatoes , 600 gr fresh gnocchi , 1 ball of mozzarella , 20 gr grated parmesan cheese , Pinch of pepper , Pinch of salt",4
4984943,HFI-9,45500,15/06/2022,video,806,49," 200 grams sushi rice ,  300 grams chicken breast ,  1/2 Cucumber ,  1 Avocado ,  1 Carrot ,  1 egg ,  4 tsp panco ,  4 tsp chicken cajun spices ,  dash of Olive Oil ,  2.5 tbsp rice vinegar ,  1.5 tsp sugar ,  1 tsp salt",2
6694203,HFI-9,45500,30/05/2022,video,386,22," 80 gr couscous ,  350 gr chicken fillet ,  1/2 bag of gyros seasoning ,  1 carrot ,  1 cucumber ,  100g lettuce ,  20 g Feta Cheese",1
7641345,HFI-9,45500,26/05/2022,video,684,65,"250 g pasta, 2 white onions , 350g chestnut mushrooms, 250ml cooking cream , 3 tsp truffle paste , 200 g chicken",2
1485684,HFI-9,45500,16/06/2022,video,438,39,"1 wholemeal wrap , 2 tsp spicy taco salsa , 50 grams chicken , handful of iceberg lettuce , 1 slice cheddar cheese",1
2556548,HFI-9,45500,05/05/2022,video,255,21," 35 gr oatmeal ,  50 ml almond milk ,  50 gr low-fat soy quark ,  20 grams of protein powder ,  1 tsp baking powder ,  8 grams of dark chocolate drops ,  4 chocolate chip cookie",1
7745327,HFI-9,45500,04/05/2022,video,544,33,"1 Spring onion , 1 Red pepper , 3 cloves of garlic , 1 tbsp honey , 2 tsp curry powder , 1 Lemon , 2 tbsp soya sauce , 1 can of coconut milk , 80 gr basmati rice , 175 gr garlic prawns , 1/2 Broccoli",2
2335065,HFI-9,45500,29/04/2022,picture,420,40," 30 grams of oatmeal ,  20 grams of protein powder ,  50 ml milk ,  50 grams low-fat quark ,  1 tsp chocolate paste ,  1 tsp baking powder ,  3 oreo cookies",1
2734250,HFI-9,45500,24/04/2022,picture,390,24,"3 bars of dark chocolate , 150 gr unsalted peanuts , 50 gr raisins",1
3500656,HFI-9,45500,20/04/2022,video,1051,111,"250 grams gnocchi , 400 gr spinach leaves , 2 white onions , 5 cloves of garlic , 150 gr chicken breast , 100 gr bacon bits , 1 cup of pesto , 1 tsp sour cream",2
9712618,HFI-9,45500,14/04/2022,video,165,5,"500 gr chicken thigh fillet , 1 tbsp soy sauce , 1 tbsp garlic powder , 2 tbsp honey , 1.5 tsp smoked paprika powder , 2 tsp ginger powder , 2.5 tsp sambal oelek , Splash of olive oil , Splash of Worcestershire sauce",1
2295213,HFI-9,45500,13/04/2022,video,1183,93,"1kg of blade steak , 1 bottle of brown beer ,  500 ml water , 2 cubes beef stock , 4 white onions , 5 cloves of garlic , 2 tbsp tomato paste ,  2 tbsp soy sauce ,  2 tbsp wheat flour ,  2 tsp curry powder ,  1.5 tsp paprika powder ,  2 tsp sambal oelek ,  5 bay leaves, 1kg fries",4
4910308,HFI-9,45500,07/04/2022,picture,198,13,"1.2 kg chicken thigh fillet , 4 tbsp wheat flour , 5 onions , 2 large winter carrots , 6 garlic cloves , 175 gr chestnut mushrooms , 200 gr bacon , 2 bay leaves , 700ml water , 1 chicken stock cube , 750 ml dry white wine",4
9310133,HFI-9,45500,04/04/2022,video,1200,109,"2 white onions , 5 garlic cloves , 250 gr chicken fillet cubes , 375 g spinach , 250 ml cooking cream , 125 gr cream cheese , 1/3 ball of mozzarella , 160 gr pasta per person , pinch of salt",2
4577223,HFI-9,45500,31/03/2022,video,1277,88,"500 gr chicken wings , 1 spring onion , handful of sesame seeds , 1 tbsp soy sauce , 1 tbsp sweet soy sauce , 1 tbsp garlic powder , 1 tbsp sesame oil , 1 tbsp Rice vinegar , 1 tbsp olive oil , 2 tbsp honey , 2 tbsp ketchup , 1 tsp ginger powder , 1 tsp sugar",1
1560099,HFI-9,45500,16/03/2022,video,543,54,"350 gr wheat flour , 1 bag of dried yeast , 1 tsp sugar , 1 tsp salt , 1 tsp dried oregano , 80ml water , 160 ml milk , 1 tbsp olive oil , 350 chicken breast , 2 red onions , 1 cucumber , handful of lettuce , 200 gr Greek yogurt , 1 handful of dill , 1 handful of flat-leaf parsley , 1 pinch of nutmeg , 1 tsp garlic powder ,   3 pinches of salt",1
4822530,HFI-10,25600,05/08/2022,picture,803,69," 200 g pearl couscous ,  1 zucchini ,  1 tbsp olive oil ,  350 g tasty tomatoes ,  1/2 cucumber ,  1 can of lima beans ,  100 g fresh spinach ,  handful of toasted pine nuts ,  pinch of salt ,  3 tbsp extra virgin olive oil ,  1 tbsp lemon juice ,  1 tbsp mustard ,  1 shallot ,  pinch of salt ,  1 tbsp honey or agave",2
8411251,HFI-10,25600,03/08/2022,video,574,74," 300 g labneh ,  15 g butter ,  1 red onion ,  2 tbsp za'atar ,  1 tsp smoked paprika powder ,  2 tbsp extra virgin olive oil ,  4 dates ,  2 tsp honey ,  handful of pine nuts",1
8071355,HFI-10,25600,30/07/2022,video,823,55,"6 chestnut mushrooms , handful of spinach , 2 slices of goat cheese , 1 egg yolk",1
6089455,HFI-10,25600,27/07/2022,video,446,140,"350 g sweet potatoes , 250 g flour , 1 teaspoon salt , 6 tbsp corn flour",1
5355645,HFI-10,25600,25/07/2022,picture,828,71,"1 ball burrata ,   1 ripe avocado ,   80 g arugula ,   3 fresh figs ,   handful of cherries ,   handful of pistachios ,   3 tbsp olive oil ,   2 tbsp white wine vinegar ,   1 shallot ,   10 g basil ,   pinch of pepper",2
5485451,HFI-10,25600,22/07/2022,picture,663,69,"3 tbsp olive oil ,  2 pita ,  1 ripe avocado ,  handful of pomegranate seeds ,  1 cucumber ,  handful of cherry tomato",1
8268558,HFI-10,25600,20/07/2022,video,915,63," 250 g pasta ,  1 zucchini ,  2 tbsp butter ,  6 cloves of garlic ,  3 shallots ,  pinch of salt ,  30 g grated Parmagiano ,  1 tsp chili flakes ,  juice of 1/2 lemon ,  1 cup of water ,  handful of pistachios ,  handful of dried tomatoes ,  handful of parmagiano",2
2743128,HFI-10,25600,18/07/2022,picture,752,78," 300 g green asparagus tips ,  handful of mixed lettuce ,  2 ripe nectarines ,  100 g feta ,  2 tbsp cornflour ,  1 tbsp za'atar ,  1 tbsp olive oil ,  1 ripe avocado ,  3 tbsp extra virgin olive oil ,  1 tbsp lemon juice + 1 tsp grater ,  pinch of salt ,  handful of pistachios",2
3038019,HFI-10,25600,15/07/2022,video,1385,75,"1 cucumber , 2 tbsp soy sauce , 2 tbsp sesame oil , 2 tbsp rice vinegar , 1/2 tsp Chili Oil , 1 tbsp Garlic Sauce , 1/2 tsp chili flakes , 1 tbsp sugar ",1
8243796,HFI-10,25600,11/07/2022,picture,1541,109," can of tomatoes ,  handful of cherry tomatoes ,  3 cloves of garlic ,  1 tbsp olive oil ,  pinch of salt ,  1 eggplant ,  1 tsp chili flakes ,  20 g feta ,  1 tbsp capers ,  handful of grated pecorino ,  handful of pine nuts",2
1552422,HFI-10,25600,09/07/2022,video,1064,105,"500 g flour , 7 g yeast , 1 tbsp agave , 300 ml water , 10 g salt , 15 g olive oil",1
6819160,HFI-10,25600,05/07/2022,video,725,85,"3 ripe bananas , 3 eggs , 60 ml milk , 10 g oatmeal , 90 g almond flour , 1 tbsp cinnamon , 1 tsp salt , 1 tsp vanilla extract , 1 tbsp baking powder , handful of walnuts , 6 dates",1
3664704,HFI-10,25600,30/06/2022,picture,729,51,"10 g sage leaves , 50 ml olive oil , 50 g parmesan , 2 cloves of garlic , 1/2 zucchini , 2 handfuls of spinach , 1 tbsp lemon juice , pinch of salt , 40 g walnuts",2
1974915,HFI-10,25600,30/06/2022,video,1848,149,"1 flat bread , 5 tbsp hummus of your choice , handful of pomegranate seeds , 20 g feta , handful of pistachios , 1 tbsp balsamic vinegar , 1 eggplant , pinch of salt , 2 tbsp olive oil",1
2186635,HFI-10,25600,24/06/2022,picture,470,60," 1 avocado ,  500 gram butternut squash ,  1 tbsp olive oil , pinch of salt ,  handful of sesame seeds ,  1/4 cucumber ,  handful of romaine lettuce",1
4603168,HFI-10,25600,21/06/2022,video,438,59," 150 g almond flour ,  250 g oatmeal ,  2 tbsp peanut butter ,  50 g plant-based milk ,  75 g agave ,  50 g neutral oil ,  1 tsp salt ,  200 g red fruit ,  2 tbsp chia seeds ,  2 tbsp agave ,  1 tbsp lemon juice ,  80ml water",1
9929933,HFI-10,25600,19/06/2022,picture,1370,87,"1400 gram watermelon , 240 g lentils , 100 g feta , 1/2 cucumber , handful of mint , 50 g pistachios , 3 tbsp extra virgin olive oil , 1 tbsp balsamic vinegar , pinch of salt",2
3778588,HFI-10,25600,16/06/2022,video,687,61,"400 g chickpeas , 1 tbsp olive oil , pinch of salt , 1 tbsp za'atar",1
9225206,HFI-10,25600,13/06/2022,video,1174,65,"500 g dumplings , 4 tbsp soy sauce , 3 tbsp black vinegar , 3 tsp chili oil , handful of peas , 15 g butter , pinch of salt",2
6893398,HFI-10,25600,10/06/2022,picture,898,55,"250 g gnocchi , 250 g Brussels sprouts , 1 tsp garlic powder , 1 tsp paprika powder , 1 tsp cumin , 1/2 tsp cayenne pepper , 1 tsp salt , 1 tsp black pepper , 2 handfuls of toasted pecans , 36 g goat cheese , 3.5 tbsp honey , 1 tbsp mustard , 1 tbsp balsamic vinegar , 2 tbsp olive oil , pinch of salt , 40 g grated parmesan cheese",2
9842454,HFI-10,25600,01/06/2022,picture,1197,71,"2 slices of white bread , 2 tablespoons cream cheese , 1 tbsp olive oil , 20 g feta , handful of pine nuts , pinch of salt , 75 g broccoli",1
4803202,HFI-10,25600,30/06/2022,video,877,58,"1 eggplant , 1 tbsp salt , 2 tbsp tahini , 2 tbsp olive oil , 1 tbsp lemon juice , 1 clove of garlic , 1 tsp smoked paprika powder , 1 tsp ground cumin , 1/2 tsp salt , 1 tbsp agave syrup",2
5840807,HFI-10,25600,25/05/2022,picture,2399,135,"3 cloves of garlic , 250 g green asparagus , 300 g pearl couscous , 150 g peas , 1 zucchini , 200 g haloumi , 1 tbsp olive oil , pinch of salt , handful of pistachios",3
7419270,HFI-10,25600,24/05/2022,video,541,79,"140 g oatmeal , 60 g almond flour , 2 tbsp cocoa powder , 1 tsp baking powder , 1/2 tsp salt , 100 ml plant-based milk , 2 eggs , 3 bananas , 2 tbsp peanut butter , 100 g dark chocolate , 30 g peanuts",1
1073823,HFI-10,25600,17/05/2022,video,1705,117,"300 g spinach , 75 ml plant-based milk , 75 g parmesan cheese , 2 handfuls of basil , 2 cloves of garlic , 2 tbsp lemon juice , 2 avocado , 1 tsp chili flakes , pinch of salt , 300 g cauliflower , 1/2 tsp salt , 1/2 tsp pepper , 2 tbsp olive oil , 300 g pasta , 2 balls of burrata , 1 tbsp chili oil",3
1716638,HFI-10,25600,15/05/2022,picture,897,71,"5 strawberries , 1 tbsp chia seeds , 40 g oatmeal , 150 g quark , 100 ml plant-based milk , 1 tbsp strawberry jam",1
1276625,HFI-10,25600,10/05/2022,video,1743,192,"300 g oyster mushrooms , 1 large tbsp shawarma seasoning , 3 tbsp olive oil , 1 clove of garlic , 1 flatbread , 1 avocado , handful of cherry tomatoes , 1 red onion , 200 g chickpeas",2
2158163,HFI-10,25600,07/05/2022,picture,680,81,"80 g oatmeal , 1 banana , 120 ml plant-based milk , 1 tbsp linseed , 1 tsp cinnamon , 1 tsp vanilla extract , pinch of salt , 1 tsp baking powder",1
5776946,HFI-10,25600,05/05/2022,picture,637,70,"200 g couscous , 1 stock cube , 1 tbsp olive oil , 1 tbsp cinnamon , 1 tbsp cumin , 50 g raisins , 1 red onion , 2 aubergines , 2 tbsp chili paste , 1 cucumber , 4 tomatoes , handful of pomegranate seeds , 20 g feta , pinch of salt",1
